flower_id,mother_name,Hindi Primary Name,Hindi Primary Transliteration,Hindi Alternate Name 1,Hindi Alternate Name 1 Transliteration,Telugu Primary Name,Telugu Primary Transliteration,Telugu Alternate Name 1,Telugu Alternate Name 1 Transliteration,Tamil Primary Name,Tamil Primary Transliteration,Tamil Alternate Name 1,Tamil Alternate Name 1 Transliteration,Kannada Primary Name,Kannada Primary Transliteration,Kannada Alternate Name 1,Kannada Alternate Name 1 Transliteration,Malayalam Primary Name,Malayalam Primary Transliteration,Malayalam Alternate Name 1,Malayalam Alternate Name 1 Transliteration,Marathi Primary Name,Marathi Primary Transliteration,Marathi Alternate Name 1,Marathi Alternate Name 1 Transliteration,Gujarati Primary Name,Gujarati Primary Transliteration,Gujarati Alternate Name 1,Gujarati Alternate Name 1 Transliteration,Bengali Primary Name,Bengali Primary Transliteration,Bengali Alternate Name 1,Bengali Alternate Name 1 Transliteration,Odia Primary Name,Odia Primary Transliteration,Odia Alternate Name 1,Odia Alternate Name 1 Transliteration,botanical_name,english_common_name,french_common_name
022,Blessings,मीठी बटरफ्लाई,Meethi Butterfly,,,తీపి స్క్యాబియోసా,Teepi Scabiosa,,,இனிப்பு ஸ்காபியோசா,Inippu Scabiosa,,,ಸಿಹಿ ಸ್ಕ್ಯಾಬಿಯೋಸಾ,Sihi Scabiosa,,,മധുര സ്കാബിയോസ,Madhura Scabiosa,,,गोड स्कॅबिओसा,God Scabiosa,,,મીઠું સ્કેબિયોસા,Mithu Scabiosa,,,মিষ্টি স্ক্যাবিওসা,Mishti Scabiosa,,,ମିଠା ସ୍କାବିଓସା,Mitha Scabiosa,,,Scabiosa atropurpurea L.,Mournful widow; Sweet scabius,Scabieuse; Scabieuse des jardins
410,Heroic action,रुआलिया,Ruellia,,,అడవి పెటునియా,Adavi Petunia,,,காட்டு பெட்டுனியா,Kaattu Petunia,,,ಕಾಡು ಪೆಟುನಿಯಾ,Kadu Petunia,,,കാട്ടു പെറ്റൂണിയ,Kaattu Petunia,,,रान पेटुनिया,Ran Petunia,,,જંગલી પેટુનિયા,Jangli Petunia,,,বুনো পেটুনিয়া,Buno Petunia,,,ଜଙ୍ଗଲୀ ପେଟୁନିଆ,Jangali Petunia,,,Arrhostoxylum costatum Nees.,Wild petunia,Pétunia sauvage
424,Never tell a lie,गुलाब कैक्टस,Gulab Cactus,,,గులాబీ కాక్టస్,Gulabi Cactus,,,ரோஜா கள்ளி,Roja Kalli,,,ಗುಲಾಬಿ ಕಳ್ಳಿ,Gulabi Kalli,,,റോസ് കള്ളി,Rose Kalli,,,गुलाब कॅक्टस,Gulab Cactus,,,ગુલાબ थोર,Gulab Thor,,,গোলাপ ক্যাকটাস,Golap Cactus,,,ଗୋଲାପ ନାଗଫେଣୀ,Golapa Nagafeni,,,Pereskia Mill. sp.,Rose cactus,Cactus rose; Pereskia
455,Wisdom,गुलाबी सिरिस,Gulabi Siris,वर्षा वृक्ष,Varsha Vriksha,సమన్‌ చెట్టు,Saman Chettu,వర్షాల చెట్టు,Varshala Chettu,தூங்குமூஞ்சி மரம்,Thoongumoonji Maram,மழை மரம்,Mazhai Maram,ಮಳೆ ಮರ,Male Mara,ಸಮನ್ ಮರ,Saman Mara,മഴമരം,Mazhamaram,സമൻ മരം,Saman Maram,पाऊस झाड,Paus Zhad,शिरीष,Shirish,વરસાદી ઝાડ,Varsadi Zhad,શિરીષ,Shirish,বৃষ্টি গাছ,Brishti Gachh,শিরীষ,Shirish,ବର୍ଷା ଗଛ,Barsha Gachha,ଶିରୀଷ,Shirisha,Albizia saman F. Muell. [Samanea saman (Jacq.) Merrill.],Rain tree; Monkey pod,Arbre à pluie; Albizia
254,Skill in work,फ़्लॉक्स,Phlox,,,ఫ్లాక్స్,Phlox,,,ஃப்ளாக்ஸ்,Phlox,,,ಫ್ಲಾಕ್ಸ್,Phlox,,,ഫ്ളോക്സ്,Phlox,,,फ्लॉक्स,Phlox,,,ફ્લોક્સ,Phlox,,,ফ্লক্স,Phlox,,,ଫ୍ଲୋକ୍ସ,Phlox,,,Phlox drummondii Hook.,Annual phlox,Phlox
560,Fortune,रात का कैक्टस,Raat ka Cactus,,,రాత్రి బ్రహ్మ కమలం,Ratri Brahma Kamalam,,,இரவு பிரம்ம கமலம்,Iravu Brahma Kamalam,,,ರಾತ್ರಿ ಬ್ರಹ್ಮಕಮಲ,Ratri Brahmakamala,,,രാത്രി ബ്രഹ്മകമലം,Rathri Brahmakamalam,,,रातराणी कॅक्टस,Ratrani Cactus,,,રાત્રાણી કેક્ટસ,Ratrani Cactus,,,রাত্রিরানী ক্যাফটাস,Rattrani Cactus,,,ରାତିରାଣୀ କ୍ୟାକ୍ଟସ,Ratirani Cactus,,,Cereus Mill. sp.,Night blooming cereus,Cierge de nuit; Cereus
160,Remembrance of Sri Aurobindo,लोबेलिया,Lobelia,,,లోబెలియా,Lobelia,,,லோபெலியா,Lobelia,,,ಲೋಬೆಲಿಯಾ,Lobelia,,,ലോബീലിയ,Lobelia,,,लोबेलिया,Lobelia,,,લોબેલિયા,Lobelia,,,লোবেলিয়া,Lobelia,,,ଲୋବେଲିଆ,Lobelia,,,Lobelia erinns L. 'Cambridge Blue',Edging lobelia,Lobélie; Lobélie bleue
161,Glad remembrance,क्लार्किया,Clarkia,,,క్లార్కియా,Clarkia,,,கிளார்க்கியா,Clarkia,,,ಕ್ಲಾರ್ಕಿಯಾ,Clarkia,,,ക്ലാർക്കിയ,Clarkia,,,क्लार्किया,Clarkia,,,ક્લાર્કિયા,Clarkia,,,ক্লার্কিয়া,Clarkia,,,କ୍ଲାର୍କିଆ,Clarkia,,,Clarkia unguiculata Lindl. 'Rosea plena,Elegant clarkia,Clarkia
253,Mahasaraswati's perfection in work,रौंडेलिटिया,Rondeletia,,,రోండేలేషియా,Rondeletia,,,ரோண்டலேஷியா,Rondeletia,,,ರೋಂಡೆಲೇಷಿಯಾ,Rondeletia,,,റോണ്ടെലേഷ്യ,Rondeletia,,,राँडेलेशिया,Rondeletia,,,રોન્ડેલેશિયા,Rondeletia,,,রোন্ডেলেশিয়া,Rondeletia,,,ରୋଣ୍ଡେଲେସିଆ,Rondelesia,,,Rondeletia odorata Jacq.,Sweet smell bush,Rondelétia
293,Transparency,चीन एस्टर,China Aster,,,చైనా చామంతి,China Chamanti,,,சைனா சாமந்தி,China Samandhi,,,ಚೀನಾ ಶಾವಂತಿಗೆ,China Shavantige,,,ചൈന ജമന്തി,China Jamanthi,,,चायना शेवंती,China Shevanti,,,ચાઈના સેવંતી,China Sevanti,,,চায়না চন্দ্রমল্লিকা,China Chandramallika,,,ଚାଇନା ସେବତୀ,China Sebati,,,Callistephus chinensis (L.) Nees.,China aster,Reine-marguerite; Aster de Chine
341,Balance,बिगोनिया,Begonia,,,బెగోనియా,Begonia,,,பெகோனியா,Begonia,,,ಬೆಗೋನಿಯಾ,Begonia,,,ബെഗോണിയ,Begonia,,,बिगोनिया,Begonia,,,બિગોનિયા,Begonia,,,বেগোনিয়া,Begonia,,,ବିଗୋନିଆ,Begonia,,,Begonia L. spp.,Begonia,Bégonia
044,Promise of renewal,सफ़ेद डेज़ी,Safed Daisy,,,తెల్ల చామంతి,Tella Chamanti,,,வெள்ளை சாமந்தி,Vellai Samandhi,,,ಬಿಳಿ ಶಾವಂತಿಗೆ,Bili Shavantige,,,വെളുത്ത ജമന്തി,Velutha Jamanthi,,,पांढरी शेवंती,Pandhri Shevanti,,,સફેદ સેવંતી,Safed Sevanti,,,সাদা চন্দ্রমল্লিকা,Shada Chandramallika,,,ଧଳା ସେବତୀ,Dhala Sebati,,,Leucanthemum Xsuperbum (J. Ingram) Bergmans ex Kent.,Shasta daisy,Marguerite; Grande marguerite
046,Descent of the light,अमलतास,Amaltas,पीला अमलतास,Peela Amaltas,సీమ అమల్తాస్,Seema Amalthas,,,சீமை கொன்றை,Seemai Kondrai,,,ಸೀಮೆ ಸುವರ್ಣ,Seeme Suvarna,,,സീമക്കൊന്ന,Seemakkonna,,,विलायती अमलतास,Vilayati Amaltas,,,વિલાયતી અમલતાસ,Vilayati Amaltas,,,বিলাতি સન્નાલુ,Bilati Sonalu,,,ବିଲାତି ସୁନାରୀ,Bilati Sunari,,,Laburnum anagyroides Medic.,Golden shower tree,Cytise; Pluie d'or
049,Perfect new creation,रजनीगंधा,Rajanigandha,,,సంపంగి,Sampangi,రజనిగంధ,Rajanigandha,சம்பங்கி,Sampangi,நிலச்சம்பங்கி,Nilachampangi,ಸುಗಂಧರಾಜ,Sugandharaja,ಸುಗಂಧ ರಾಜ,Sugandha Raja,രജനീഗന്ധ,Rajaneegandha,രജനീഗന്ധപ്പൂവ്,Rajaneegandhappoovu,गुलछडी,Gulchhadi,रजनीगंधा,Rajnigandha,ગુલછડી,Gulchhadi,રજનીગંધા,Rajnigandha,রজনীগন্ধা,Rajanigandha,রজনীগন্ধা ফুল,Rajanigandha Phool,ରଜନୀଗନ୍ଧା,Rajanigandha,ରଜନୀଗନ୍ଧା ଫୁଲ,Rajanigandha Phula,Polianthes tuberosa L.,Tuberose,Tubéreuse
019,Solace in the mind,गुलाबांस,Gulabans,कृष्णकली,Krishnakali,చంద్రకాంత,Chandrakanta,బద్రకాక్షి,Badrakakshi,அந்திமந்தாரை,Andhimandharai,பத்தராச்சி,Patharachi,ಸಂಜೆಮಲ್ಲಿಗೆ,Sanjemallige,ಸಂಜೆ ಹೂ,Sanje Hoo,അന്തിമന്ദാരം,Andhimandaram,നാലുമണിപ്പൂവ്,Nalumanippoovu,सायंकाळी,Sayankali,गुलबक्षी,Gulbakshi,ગુલબાસ,Gulbas,ગુલબક્ષી,Gulbakshi,সন্ধ্যামালতী,Sandhyamalati,কৃষ্ণকলি,Krishnakali,ରଙ୍ଗଣୀ,Rangani,ସନ୍ଧ୍ୟା ମାଳତୀ,Sandhya Malati,Mirabilis jalapa L.,Marvel of Peru,Belle-de-nuit
020,Solace in the vital,गुलाबांस,Gulabans,,,చంద్రకాంత,Chandrakanta,బద్రకాక్షి,Badrakakshi,அந்திமந்தாரை,Andhimandharai,பத்தராச்சி,Patharachi,ಸಂಜೆಮಲ್ಲಿಗೆ,Sanjemallige,ಸಂಜೆ ಹೂ,Sanje Hoo,അന്തിമന്ദാരം,Andhimandaram,നാലുമണിപ്പൂവ്,Nalumanippoovu,सायंकाळी,Sayankali,गुलबक्षी,Gulbakshi,ગુલબાસ,Gulbas,ગુલબક્ષી,Gulbakshi,সন্ধ্যামালতী,Sandhyamalati,কৃষ্ণকলি,Krishnakali,ରଙ୍ଗଣୀ,Rangani,ସନ୍ଧ୍ୟା ମାଳତୀ,Sandhya Malati,Mirabilis jalapa L.,Marvel of Peru,Belle-de-nuit
021,Integral solace,गुलाबांस,Gulabans,,,చంద్రకాంత,Chandrakanta,బద్రకాక్షి,Badrakakshi,அந்திமந்தாரை,Andhimandharai,பத்தராச்சி,Patharachi,ಸಂಜೆಮಲ್ಲಿಗೆ,Sanjemallige,ಸಂಜೆ ಹೂ,Sanje Hoo,അന്തിമന്ദാരം,Andhimandaram,നാലുമണിപ്പൂവ്,Nalumanippoovu,सायंकाळी,Sayankali,गुलबक्षी,Gulbakshi,ગુલબાસ,Gulbas,ગુલબક્ષી,Gulbakshi,সন্ধ্যামালতী,Sandhyamalati,কৃষ্ণকলি,Krishnakali,ରଙ୍ଗଣୀ,Rangani,ସନ୍ଧ୍ୟା ମାଳତୀ,Sandhya Malati,Mirabilis jalapa L.,Marvel of Peru,Belle-de-nuit
052,Successful future under the supramental influence,गुलमोहर,Gulmohar,,,ఎర్ర తురాయి,Erra Turayi,సువర్ణ తురాయి,Suvarna Turayi,செம்மயிற்கொன்றை,Semmayirkondrai,குல்மோஹர்,Gulmohar,ಗುಲ್ಮೊಹರ್,Gulmohar,ಕೆಂಪು ತುರಾಯಿ,Kempu Turayi,കാട്ടുതീ,Kaattuthee,ഗുൽമോഹർ,Gulmohar,गुलमोहर,Gulmohar,राजगोखुर,Rajgokhur,ગુલમોહર,Gulmohar,રાજગોખર,Rajgokhar,কৃষ্ণচূড়া,Krishnachura,গুলমোহর,Gulmohar,କୃଷ୍ଣଚୂଡ଼ା,Krishnachuda,ଗୁଲମୋହର,Gulmohar,Delonix regia (Bojer) Raf.,Royal poinciana,Flamboyant; Flamboyant rouge
054,Radiation of the manifestation,गुलमोहर,Gulmohar,,,ఎర్ర తురాయి,Erra Turayi,సువర్ణ తురాయి,Suvarna Turayi,செம்மயிற்கொன்றை,Semmayirkondrai,குல்மோஹர்,Gulmohar,ಗುಲ್ಮೊಹರ್,Gulmohar,ಕೆಂಪು ತುರಾಯಿ,Kempu Turayi,കാട്ടുതീ,Kaattuthee,ഗുൽമോഹർ,Gulmohar,गुलमोहर,Gulmohar,राजगोखुर,Rajgokhur,ગુલમોહર,Gulmohar,રાજગોખર,Rajgokhar,কৃষ্ণচূড়া,Krishnachura,গুলমোহর,Gulmohar,କୃଷ୍ଣଚୂଡ଼ା,Krishnachuda,ଗୁଲମୋହର,Gulmohar,Delonix regia (Bojer) Raf.,Royal poinciana,Flamboyant; Flamboyant rouge
055,Miracle,गुलमोहर,Gulmohar,,,ఎర్ర తురాయి,Erra Turayi,సువర్ణ తురాయి,Suvarna Turayi,செம்மயிற்கொன்றை,Semmayirkondrai,குல்மோஹர்,Gulmohar,ಗುಲ್ಮೊಹರ್,Gulmohar,ಕೆಂಪು ತುರಾಯಿ,Kempu Turayi,കാട്ടുതീ,Kaattuthee,ഗുൽമോഹർ,Gulmohar,गुलमोहर,Gulmohar,राजगोखुर,Rajgokhur,ગુલમોહર,Gulmohar,રાજગોખર,Rajgokhar,কৃষ্ণচূড়া,Krishnachura,গুলমোহর,Gulmohar,କୃଷ୍ଣଚୂଡ଼ା,Krishnachuda,ଗୁଲମୋହର,Gulmohar,Delonix regia (Bojer) Raf.,Royal poinciana,Flamboyant; Flamboyant rouge
039,Promise of realisation,नास्टर्टियम,Nasturtium,,,నాస్టర్షియం,Nasturtium,,,நாஸ்டர்டியம்,Nasturtium,,,ನಾಸ್ಟರ್ಷಿಯಂ,Nasturtium,,,നാസ്റ്റർഷ്യൻ,Nasturtium,,,नास्टर्टियम,Nasturtium,,,નાસ્ટર્ટિયમ,Nasturtium,,,নাস্টারশিয়াম,Nasturtium,,,ନାଷ୍ଟରସିୟମ,Nasturtium,,,Tropaeolum majus L.,Garden nasturtium,Capucine; Grande capucine
045,Creative word,सफ़ेद डेज़ी,Safed Daisy,,,తెల్ల చామంతి,Tella Chamanti,,,வெள்ளை சாமந்தி,Vellai Samandhi,,,ಬಿಳಿ ಶಾವಂತಿಗೆ,Bili Shavantige,,,വെളുത്ത ജമന്തി,Velutha Jamanthi,,,पांढरी शेवंती,Pandhri Shevanti,,,સફેદ સેવંતી,Safed Sevanti,,,সাদা চন্দ্রমল্লিকা,Shada Chandramallika,,,ଧଳା ସେବତୀ,Dhala Sebati,,,Leucanthemum Xsuperbum (J. Ingram) Bergmans ex Kent. [Chrysanthemum Xsuperbum Bergmans exj. Ingram.],Shasta daisy,Marguerite; Grande marguerite
053,Superhumanity,डाहलिया,Dahlia,,,డాలియా,Dahlia,,,டாலியா,Dahlia,,,ಡಾಲಿಯಾ,Dahlia,,,ഡാലിയ,Dahlia,,,डाहलिया,Dahlia,,,ડાલિયા,Dahlia,,,ডালিয়া,Dahlia,,,ଡାଲିଆ,Dahlia,,,Dahlia Cav.,Dahlia,Dahlia
058,Attachment to the divine,आर्किड,Orchid,पुष्पराज,Pushparaj,ఆర్కిడ్,Orchid,పుష్పరాజము,Pushparajamu,ஆர்க்கிட்,Orchid,புஷ்பராஜம்,Pushparajam,ಆರ್ಕಿಡ್,Orchid,ಪುಷ್ಪರಾಜ,Pushparaja,ഓർക്കിഡ്,Orchid,പുഷ്പരാജം,Pushparajam,ऑर्किड,Orchid,पुष्पराज,Pushparaj,ઓર્બિડ,Orchid,પુષ્પરાજ,Pushparaj,অর্কিড,Orchid,পুষ্পরাজ,Pushparaj,ଅର୍କିଡ,Orchid,ପୁଷ୍ପରାଜ,Pushparaja,Orchidaceae,Orchids,Orchidée; Orchidées
059,Attachment to the divine,कैटलिया आर्किड,Cattleya Orchid,,,కాట్లెయా ఆర్కిడ్,Cattleya Orchid,,,காட்லேயா ஆர்க்கிட்,Cattleya Orchid,,,ಕ್ಯಾಟ್ಲೇಯಾ ಆರ್ಕಿಡ್,Cattleya Orchid,,,കാറ്റ്ലിയ ഓർക്കിഡ്,Cattleya Orchid,,,कॅटलेया ऑर्किड,Cattleya Orchid,,,કેટલેયા ઓર્બિડ,Cattleya Orchid,,,ক্যাটলেয়া অর্কিড,Cattleya Orchid,,,କ୍ୟାଟଲେୟା ଅର୍କିଡ,Cattleya Orchid,,,Cattleya Lindl.,Cattleya orchid,Orchidée Cattleya
062,Mental attachment to the divine,बांस आर्किड,Bans Orchid,,,వెదురు ఆర్కిడ్,Veduru Orchid,,,மூங்கில் ஆர்க்கிட்,Moongil Orchid,,,ಬಿದಿರು ಆರ್ಕಿಡ್,Bidiru Orchid,,,മുള ഓർക്കിഡ്,Mula Orchid,,,वेळू ऑर्किड,Velu Orchid,,,વાંસ ઓર્બિડ,Vans Orchid,,,বাঁশ অর্কিড,Bansh Orchid,,,ବାଉଁଶ ଅର୍କିଡ,Baunsha Orchid,,,Dendrobium moschatum Swartz.,Dendrobium orchid,Orchidée Dendrobium
063,Emotional attachment to the divine,वंदा आर्किड,Vanda Orchid,,,వందా ఆర్కిడ్,Vanda Orchid,,,வாண்டா ஆர்க்கிட்,Vanda Orchid,,,ವಾಂಡಾ ಆರ್ಕಿಡ್,Vanda Orchid,,,വാണ്ട ഓർക്കിഡ്,Vanda Orchid,,,वांडा ऑर्किड,Vanda Orchid,,,વાંડા ઓર્બિડ,Vanda Orchid,,,ভ্যান্ডা অর্কিড,Vanda Orchid,,,ଭାଣ୍ଡା ଅର୍କିଡ,Vanda Orchid,,,Papilionanthe teres (Roxb.) Schltr. [Vanda teres (Roxb.) Lindl.],Vanda orchid,Orchidée Vanda
064,Attachment in the emotional vital to the divine,नीला आर्किड,Neela Orchid,,,నీల ఆర్కిడ్,Neela Orchid,,,நீல ஆர்க்கிட்,Neela Orchid,,,ನೀಲಿ ಆರ್ಕಿಡ್,Neeli Orchid,,,നീല ഓർക്കിഡ്,Neela Orchid,,,निळा ऑर्किड,Nila Orchid,,,વાંડા ઓર્બિડ,Vanda Orchid,,,নীল অর্কিড,Neel Orchid,,,ନୀଳ ଅର୍କିଡ,Neela Orchid,,,"Vanda caerulea Griff, ex Lindl.",Blue vanda orchid,Orchidée Vanda bleue
066,Vital attachment to the divine,भू आर्किड,Bhoo Orchid,,,నేల ఆర్కిడ్,Nela Orchid,,,தரை ஆர்க்கிட்,Tharai Orchid,,,ನೆಲ ಆರ್ಕಿಡ್,Nela Orchid,,,നില ഓർക്കിഡ്,Nila Orchid,,,जमीन ऑर्किड,Jamin Orchid,,,જમીન ઓર્બિડ,Jamin Orchid,,,মাটি অর্কিড,Mati Orchid,,,ମାଟି ଅର୍କିଡ,Mati Orchid,,,Spathoglottis plicata Bl.,Ground orchid,Orchidée terrestre
068,Attachment of the cells to the divine,स्टार आर्किड,Star Orchid,,,నక్షత్ర ఆర్కిడ్,Nakshatra Orchid,,,நட்சத்திர ஆர்க்கிட்,Natchathira Orchid,,,ನಕ್ಷತ್ರ ಆರ್ಕಿಡ್,Nakshatra Orchid,,,നക്ഷത്ര ഓർക്കിഡ്,Natchathra Orchid,,,चांदणी ऑर्किड,Chandni Orchid,,,તારા ઓર્બિડ,Tara Orchid,,,তারা অর্কিড,Tara Orchid,,,ତାରା ଅର୍କିଡ,Tara Orchid,,,Epidendrum XObrienianum Rolfe.,Epidendrum orchid,Orchidée Épidendrum
114,Return,टी पौधा,Ti Podha,लाल पत्ता,Lal Patta,టి మొక్క,Ti Mokka,,,டி தாவரம்,Ti Thaavaram,,,ಟಿ ಗಿಡ,Ti Gida,,,ടി ചെടി,Ti Cheti,,,टी रोपटं,Ti Ropatan,,,ટી છોડ,Ti Chhod,,,টি গাছ,Ti Gachh,,,ଟି ଗଛ,Ti Gachha,,,Cordyline terminalis (L.) Kunth.,Ti plant; Cabbage palm,Cordyline; Épinard marron
115,Stages to the supreme,लुपिन,Lupin,,,లూపిన్,Lupin,,,லூபின்,Lupin,,,ಲೂಪಿನ್,Lupin,,,ലൂപിൻ,Lupin,,,लुपिन,Lupin,,,લુપિન,Lupin,,,লুপিন,Lupin,,,ଲୁପିନ,Lupin,,,Lupinus L. spp.,Lupine,Lupin
117,Soaring,डॉल्फ़िनियम,Dolphinium,,,డెల్ఫినియం,Delphinium,,,டெல்பினியம்,Delphinium,,,ಡೆಲ್ಫಿನಿಯಮ್,Delphinium,,,ഡെൽഫിനിയം,Delphinium,,,डॉल्फ़िनियम,Dolphinium,,,ડોલ્ફિનિયમ,Dolphinium,,,ডলফিনিয়াম,Dolphinium,,,ଡଲଫିନିୟମ,Dolphinium,,,Delphinium L. spp.,Larkspur,Dauphinelle; Pied-d'alouette
145,Offering,गुलखैरा,Gulkhaira,,,సీమ మందార,Seema Mandara,,,சீமை பருத்தி,Seemai Paruthi,,,ಸೀಮೆ ದಾಸವಾಳ,Seeme Dasavala,,,സീമച്ചെമ്പരത്തി,Seemachemparathi,,,गुलखैरा,Gulkhaira,,,ગુલખૈરા,Gulkhaira,,,হলিলক,Hollyhock,গুলখৈরা,Gulkhaira,ହୋଲିହକ,Hollyhock,ଗୁଲଖୈରା,Gulkhaira,Alcea rosea L.,Hollyhock,Rose trémière
176,Receptivity,ग्लाडियोलस,Gladiolus,कंद पुष्प,Kand Pushpa,గ్లాడియోలస్,Gladiolus,,,கிளாடியோலஸ்,Gladiolus,,,ಗ್ಲಾಡಿಯೋಲಸ್,Gladiolus,,,ഗ്ലാഡിയോലസ്,Gladiolus,,,ग्लाडिओलस,Gladiolus,,,ગ્લાડિઓલસ,Gladiolus,,,গ্ল্যাডিওলাস,Gladiolus,,,ଗ୍ଲାଡିଓଲସ,Gladiolus,,,Gladiolus Xhortulanus L.H. Bailey.,Garden gladiolus,Glaïeul
186,Broadening of the being,ग्लॉक्सिनिया,Gloxinia,,,గ్లాక్సినియా,Gloxinia,,,கிளாக்சினியா,Gloxinia,,,ಗ್ಲಾಕ್ಸಿನಿಯಾ,Gloxinia,,,ഗ്ലാക്സിനിയ,Gloxinia,,,ग्लॉक्सिनिया,Gloxinia,,,ગ્લોક્સિનિયા,Gloxinia,,,গ্লক্সিনিয়া,Gloxinia,,,ଗ୍ଲୋକ୍ସିନିଆ,Gloxinia,,,Sinningia speciosa (Lodd.) Hiern.,Florists' gloxinia,Gloxinia; Sinningia
195,Perfect tapasya,धतूरा,Dhatura,सफ़ेद धतूरा,Safed Dhatura,తెల్ల ఉమ్మేత్త,Tella Ummettha,,,வெள்ளை ஊமத்தை,Vellai Oomatthai,,,ಬಿಳಿ ಉಮ್ಮತ್ತಿ,Bili Ummatthi,,,വെളുത്ത ഉമ്മം,Velutha Ummam,,,पांढरा धोत्रा,Pandhra Dhotra,,,સફેદ ધતુરો,Safed Dhaturo,,,সাদা ধুতুরা,Shada Dhutura,,,ଧଳା ଦୁଦୁରା,Dhala Dudura,,,Brugmansia suaveolens (Humb. & Bonpl. ex Wild) Bercht. & Presl.,Angel's trumpet,Trompette des anges; Brugmansia
198,Renunciation of emotional desires,एंजेलोनिया,Angelonia,,,ఎంజెలోనియా,Angelonia,,,ஏஞ்சலோனியா,Angelonia,,,ಏಂಜೆಲೋನಿಯಾ,Angelonia,,,ഏഞ്ചലോണിയ,Angelonia,,,एंजेलोनिया,Angelonia,,,એન્જેલોનિયા,Angelonia,,,एंজেলোনিয়া,Angelonia,,,ଏଞ୍ଜେଲୋନିଆ,Angelonia,,,Angelonia salicariifolia Humb. & Bonpl.,Angelonia,Angélonie
215,Thoroughness,वर्बेना,Verbena,,,వర్బీనా,Verbena,,,வெர்பீனா,Verbena,,,ವರ್ಬೀನಾ,Verbena,,,വെർബീന,Verbena,,,वर्बेना,Verbena,,,વરબેના,Verbena,,,ভার্বেনা,Verbena,,,ଭର୍ବେନା,Verbena,,,Verbena Xhybrida Groenl. & Ruempl.,Garden verbena,Verveine des jardins
226,Endurance,ज़िन्निया,Zinnia,,,జిన్నియా,Zinnia,,,ஜின்னியா,Jinnia,,,ಜಿನ್ನಿಯಾ,Jinnia,,,ജിന്നിയ,Jinnia,,,ज़िन्निया,Zinnia,,,ઝીનિયા,Zinnia,,,জিনিয়া,Zinnia,,,ଜିନିଆ,Zinnia,,,Zinnia elegans Jacq. Composkae,Common zinnia,Zinnia; Zinnia élégant
242,Perseverance,गुल-ए-अशर्फी,Gul-e-Ashrafi,गेंदा भेद,Genda Bhed,బంతి చామంతి,Banti Chamanti,,,மஞ்சள் சாமந்தி,Manjal Samandhi,,,ಚಂಡು ಶಾವಂತಿಗೆ,Chendu Shavantige,,,മഞ്ഞപ്പൂവ്,Manjappoovu,,,झेंडू भेद,Zendu Bhed,,,ગલગોટા ભેદ,Galgota Bhed,,,ক্যালেন্ডুলা,Calendula,,,କାଲେଣ୍ଡୁଲା,Calendula,,,Calendula officinalis L.,Pot marigold; Calendula,Souci officinal; Souci
248,Works of love,गुल मेहंदी,Gul Mehendi,तिलंगा,Tilanga,మిరప పువ్వు,Mirapa Puvvu,,,நீர் மேல் நெருப்பு,Neer Mel Neruppu,,,ನೀರು ಮೆಣಸಿನ ಹೂ,Neeru Menasina Hoo,,,പട്ടാപ്പൂവ്,Pattappoovu,,,तेरडा,Terda,तिलंगा,Tilanga,તિલંગા,Tilanga,ગુલ મહેંદી,Gul Mehendi,দোপাটি,Dopati,দোপাটি ফুল,Dopati Phool,ତିଲଙ୍ଗା,Tilanga,ଗୁଲ ମେହେନ୍ଦି,Gul Mehendi,Impatiens wallerana Hook. f.,Busy Lizzie; Impatiens,Balsamine; Impatience
276,Collaboration,गुलनार,Gulnar,,,కార్నేషన్,Carnation,,,கார்னேஷன்,Carnation,,,ಕಾರ್ನೇಷನ್,Carnation,,,കാർനേഷൻ,Carnation,,,गुलनार,Gulnar,,,ગુલનાર,Gulnar,,,কার্নেশন,Carnation,,,କାର୍ନେସନ,Carnation,,,Dianthus caryophyllus L.,Carnation; Clove pink,Œillet; Œillet des fleuristes
373,Enthusiasm,पिटुनिया,Petunia,,,పేటునియా,Petunia,,,பெட்டுனியா,Petunia,,,ಪೆಟುನಿಯಾ,Petunia,,,പെറ്റൂണിയ,Petunia,,,पिटुनिया,Petunia,,,પેટુનિયા,Petunia,,,পেটুনিয়া,Petunia,,,ପେଟୁନିଆ,Petunia,,,Petunia Xhybrida hort. Vilm.-Andr.,Petunia,Pétunia
499,Certitude of victory,कांटा लिली,Kanta Lily,,,ముళ్ల లిల్లీ,Mulla Lily,,,முள் லில்லி,Mul Lily,,,ಮುಳ್ಳು ಲಿಲ್ಲಿ,Mullu Lily,,,മുള്ളു ലില്ലി,Mullu Lily,,,कांटा लिली,Kanta Lily,,,કાંટા લિલી,Kanta Lily,,,কাঁটা লিলি,Kanta Lily,,,କଣ୍ଟା ଲିଲି,Kanta Lily,,,Catesbaea spinosa L.,Lily thorn,Lys épineux; Catesbaea
510,Integral immortality,मदार सागा,Madar Saga,,,మదార సాగా,Madara Saga,,,மதார் சாகா,Madhar Saaga,,,ಮದಾರ ಸಾಗಾ,Madara Saga,,,മദാർ സാഗ,Madar Saga,,,मदार सागा,Madar Saga,,,મદાર સાગા,Madar Saga,,,মাদার সাগা,Madar Saga,,,ମଦାର ସାଗା,Madara Saga,,,Alternanthera Forsk. spp.,Joyweed,Alternanthère
